여행나라,여행도시,날짜,최고_기온,최저_기온,강수량,습도,적설량,불쾌지수
괌,괌,2014-01-01,27.43,25.81,7.16,80.68,0.0,68.73
괌,괌,2014-02-01,27.11,25.39,1.99,77.5,0.0,67.8
괌,괌,2014-03-01,27.18,25.5,1.21,78.9,0.0,67.78
괌,괌,2014-04-01,28.11,26.09,3.43,80.8,0.0,68.69
괌,괌,2014-05-01,28.52,26.55,2.24,79.26,0.0,68.9
괌,괌,2014-06-01,28.96,26.73,3.29,81.03,0.0,69.29
괌,괌,2014-07-01,28.27,25.89,17.45,84.26,0.0,70.44
괌,괌,2014-08-01,28.13,25.83,7.21,82.87,0.0,69.06
괌,괌,2014-09-01,28.24,25.91,11.27,83.1,0.0,69.65
괌,괌,2014-10-01,27.9,25.79,11.76,84.0,0.0,69.5
괌,괌,2014-11-01,28.26,26.34,5.24,82.23,0.0,69.09
괌,괌,2014-12-01,28.11,26.35,1.9,80.81,0.0,68.6
괌,괌,2015-01-01,27.3,25.66,5.35,81.9,0.0,68.39
괌,괌,2015-02-01,26.52,25.07,0.39,67.96,0.0,67.24
괌,괌,2015-03-01,27.07,25.31,5.06,78.81,0.0,68.11
괌,괌,2015-04-01,27.43,25.49,3.9,82.33,0.0,68.2
괌,괌,2015-05-01,28.0,26.09,5.02,81.13,0.0,68.84
괌,괌,2015-06-01,28.08,26.24,3.47,82.13,0.0,68.74
괌,괌,2015-07-01,28.09,25.94,7.83,83.52,0.0,69.17
괌,괌,2015-08-01,28.05,26.06,13.92,84.1,0.0,69.98
괌,괌,2015-09-01,28.04,25.88,14.21,84.7,0.0,69.92
괌,괌,2015-10-01,28.12,26.1,7.51,82.32,0.0,69.21
괌,괌,2015-11-01,28.01,26.15,4.45,81.5,0.0,68.8
괌,괌,2015-12-01,27.42,25.93,2.68,80.03,0.0,68.23
괌,괌,2016-01-01,27.0,25.55,0.83,75.19,0.0,67.68
괌,괌,2016-02-01,26.63,25.17,1.17,77.69,0.0,67.42
괌,괌,2016-03-01,27.18,25.41,1.15,77.03,0.0,67.73
괌,괌,2016-04-01,27.7,26.12,0.41,77.17,0.0,68.15
괌,괌,2016-05-01,28.4,26.54,0.59,77.81,0.0,68.63
괌,괌,2016-06-01,28.87,27.02,1.85,79.27,0.0,69.19
괌,괌,2016-07-01,28.57,26.31,7.11,82.1,0.0,69.45
괌,괌,2016-08-01,28.36,26.33,14.36,84.65,0.0,70.3
괌,괌,2016-09-01,28.18,25.95,12.2,83.53,0.0,69.76
괌,괌,2016-10-01,28.39,26.25,9.81,83.45,0.0,69.69
괌,괌,2016-11-01,28.46,26.66,8.32,81.37,0.0,69.71
괌,괌,2016-12-01,27.98,26.45,2.55,80.32,0.0,68.67
괌,괌,2017-01-01,28.63,24.58,3.05,81.23,0.0,68.22
괌,괌,2017-02-01,28.68,24.62,4.12,81.93,0.0,68.39
괌,괌,2017-03-01,29.42,24.39,3.04,80.87,0.0,68.47
괌,괌,2017-04-01,29.61,24.9,6.76,81.77,0.0,69.24
괌,괌,2017-05-01,30.35,25.61,1.97,79.32,0.0,69.23
괌,괌,2017-06-01,30.22,25.23,5.57,83.5,0.0,69.49
괌,괌,2017-07-01,30.31,25.3,8.43,84.61,0.0,69.95
괌,괌,2017-08-01,30.12,25.02,13.4,86.77,0.0,70.39
괌,괌,2017-09-01,29.8,24.79,13.45,87.2,0.0,70.14
괌,괌,2017-10-01,29.09,24.84,18.71,89.13,0.0,70.49
괌,괌,2017-11-01,30.01,25.5,3.55,81.1,0.0,69.25
괌,괌,2017-12-01,29.49,25.3,4.35,82.39,0.0,69.06
괌,괌,2018-01-01,29.61,25.19,0.85,75.39,0.0,68.6
괌,괌,2018-02-01,29.62,24.95,1.74,77.07,0.0,68.62
괌,괌,2018-03-01,29.9,24.62,2.65,74.71,0.0,68.72
괌,괌,2018-04-01,29.56,24.7,7.42,81.03,0.0,69.22
괌,괌,2018-05-01,29.97,24.89,6.58,84.65,0.0,69.38
괌,괌,2018-06-01,29.43,24.67,13.99,86.6,0.0,69.98
괌,괌,2018-07-01,29.06,24.49,22.89,90.48,0.0,70.82
괌,괌,2018-08-01,29.07,24.44,21.03,89.87,0.0,70.56
괌,괌,2018-09-01,28.96,24.14,21.85,90.53,0.0,70.46
괌,괌,2018-10-01,29.32,24.68,11.13,88.65,0.0,69.57
괌,괌,2018-11-01,29.7,25.24,5.08,82.6,0.0,69.21
괌,괌,2018-12-01,29.04,25.1,9.33,83.81,0.0,69.41
괌,괌,2019-01-01,28.07,24.41,4.48,79.39,0.0,68.09
괌,괌,2019-02-01,28.46,24.31,5.03,77.68,0.0,68.27
괌,괌,2019-03-01,29.28,24.42,1.2,76.77,0.0,68.2
괌,괌,2019-04-01,30.17,24.81,1.36,76.37,0.0,68.74
괌,괌,2019-05-01,30.42,24.91,3.88,82.06,0.0,69.22
괌,괌,2019-06-01,30.85,25.68,2.17,81.03,0.0,69.49
괌,괌,2019-07-01,29.93,24.84,15.1,88.65,0.0,70.43
괌,괌,2019-08-01,29.02,24.48,23.42,91.35,0.0,70.85
괌,괌,2019-09-01,29.17,24.37,24.08,90.0,0.0,70.96
괌,괌,2019-10-01,29.68,24.57,13.65,88.16,0.0,70.01
괌,괌,2019-11-01,29.29,24.83,11.88,88.23,0.0,69.72
괌,괌,2019-12-01,29.3,25.1,1.01,77.0,0.0,68.46
괌,괌,2020-01-01,28.47,24.31,3.19,80.58,0.0,68.06
괌,괌,2020-02-01,28.47,24.19,4.59,77.76,0.0,68.17
괌,괌,2020-03-01,29.71,24.45,1.22,76.74,0.0,68.39
괌,괌,2020-04-01,30.18,24.87,2.21,78.57,0.0,68.88
괌,괌,2020-05-01,30.68,25.5,3.7,78.87,0.0,69.56
괌,괌,2020-06-01,30.69,25.4,4.0,80.77,0.0,69.56
괌,괌,2020-07-01,30.26,24.96,8.16,85.52,0.0,69.74
괌,괌,2020-08-01,30.02,24.83,13.73,88.06,0.0,70.3
괌,괌,2020-09-01,29.96,24.68,19.39,89.07,0.0,70.93
괌,괌,2020-10-01,29.53,24.55,16.72,89.23,0.0,70.31
괌,괌,2020-11-01,29.81,25.04,7.02,84.6,0.0,69.43
괌,괌,2020-12-01,29.32,25.24,4.85,81.1,0.0,69.02
괌,괌,2021-01-01,29.43,24.73,1.4,78.32,0.0,68.41
괌,괌,2021-02-01,29.97,24.96,0.99,74.5,0.0,68.67
괌,괌,2021-03-01,29.7,24.7,2.78,78.9,0.0,68.69
괌,괌,2021-04-01,30.46,24.96,3.76,81.77,0.0,69.24
괌,괌,2021-05-01,30.27,25.45,3.41,81.42,0.0,69.33
괌,괌,2021-06-01,30.45,24.85,6.37,83.87,0.0,69.54
괌,괌,2021-07-01,29.75,24.78,12.22,87.61,0.0,69.95
괌,괌,2021-08-01,28.94,24.35,21.4,90.48,0.0,70.49
괌,괌,2021-09-01,29.63,24.78,12.89,88.1,0.0,69.98
괌,괌,2021-10-01,29.25,24.38,21.29,90.19,0.0,70.66
괌,괌,2021-11-01,29.89,24.81,9.7,83.43,0.0,69.7
괌,괌,2021-12-01,29.57,25.23,2.53,78.35,0.0,68.82
괌,괌,2022-01-01,28.65,24.03,4.11,80.77,0.0,68.13
괌,괌,2022-02-01,29.4,24.67,1.4,76.07,0.0,68.37
괌,괌,2022-03-01,29.89,24.66,3.11,77.71,0.0,68.79
괌,괌,2022-04-01,29.43,24.97,6.31,80.3,0.0,69.14
괌,괌,2022-05-01,30.39,25.23,2.09,78.77,0.0,69.11
괌,괌,2022-06-01,30.23,24.71,5.5,81.07,0.0,69.27
괌,괌,2022-07-01,29.09,24.24,15.54,88.39,0.0,69.8
괌,괌,2022-08-01,29.32,24.03,15.07,87.65,0.0,69.75
괌,괌,2022-09-01,29.91,24.5,11.13,86.1,0.0,69.76
괌,괌,2022-10-01,29.1,23.96,19.45,88.77,0.0,70.14
괌,괌,2022-11-01,30.18,25.05,4.51,82.7,0.0,69.26
괌,괌,2022-12-01,29.48,24.72,8.71,81.71,0.0,69.36
괌,괌,2023-01-01,28.87,24.7,5.75,81.06,0.0,68.71
괌,괌,2023-02-01,29.08,24.52,3.93,79.29,0.0,68.5
괌,괌,2023-03-01,29.3,23.95,5.59,80.39,0.0,68.55
괌,괌,2023-04-01,29.39,24.72,5.15,80.0,0.0,68.86
괌,괌,2023-05-01,29.81,25.23,19.74,82.77,0.0,71.17
괌,괌,2023-06-01,29.71,24.79,10.18,85.1,0.0,69.68
괌,괌,2023-07-01,30.06,24.83,10.11,84.74,0.0,69.85
괌,괌,2023-08-01,29.52,24.49,19.1,88.74,0.0,70.58
괌,괌,2023-09-01,29.61,24.47,14.69,87.6,0.0,70.06
괌,괌,2023-10-01,29.72,24.73,12.6,86.52,0.0,69.96
괌,괌,2023-11-01,30.23,25.71,3.67,79.97,0.0,69.45
괌,괌,2023-12-01,29.79,25.08,2.9,78.65,0.0,68.9
괌,괌,2024-01-01,29.28,24.65,1.46,74.9,0.0,68.33
괌,괌,2024-02-01,29.37,24.53,1.23,71.34,0.0,68.28
괌,괌,2024-03-01,30.24,24.54,1.37,73.81,0.0,68.66
괌,괌,2024-04-01,30.55,25.18,2.41,75.8,0.0,69.19
괌,괌,2024-05-01,31.32,25.66,2.77,75.19,0.0,69.77
괌,괌,2024-06-01,31.22,25.72,4.04,78.07,0.0,69.93
괌,괌,2024-07-01,30.31,24.97,11.44,83.74,0.0,70.2
괌,괌,2024-08-01,30.49,24.8,9.76,85.29,0.0,69.98
괌,괌,2024-09-01,29.95,24.83,19.11,87.2,0.0,70.96
괌,괌,2024-10-01,29.22,24.58,15.04,87.84,0.0,69.96
괌,괌,2024-11-01,30.6,25.56,6.38,79.67,0.0,69.92
괌,괌,2024-12-01,31.47,25.86,2.49,73.71,0.0,69.87
괌,괌,2025-01-01,31.2,25.82,1.06,70.26,0.0,69.54
괌,괌,2025-02-01,31.02,25.28,1.6,68.96,0.0,69.32
괌,괌,2025-03-01,31.28,25.34,2.1,70.94,0.0,69.52
괌,괌,2025-04-01,32.06,25.52,1.25,69.37,0.0,69.8
괌,괌,2025-05-01,32.28,25.99,2.71,70.71,0.0,70.3
괌,괌,2025-06-01,31.85,25.89,7.68,75.33,0.0,70.79
스페인,그라나다,2014-01-01,11.76,2.8,2.53,81.06,0.23,52.02
스페인,그라나다,2014-02-01,11.87,3.11,2.88,82.04,0.03,52.17
스페인,그라나다,2014-03-01,15.66,3.56,1.54,70.71,0.0,54.01
스페인,그라나다,2014-04-01,20.87,8.65,1.09,65.87,0.0,58.26
스페인,그라나다,2014-05-01,24.48,11.65,0.23,52.06,0.0,60.94
스페인,그라나다,2014-06-01,27.68,14.56,0.58,51.33,0.0,63.45
스페인,그라나다,2014-07-01,31.75,17.94,0.0,42.23,0.0,66.42
스페인,그라나다,2014-08-01,32.49,18.56,0.0,40.03,0.0,66.98
스페인,그라나다,2014-09-01,27.6,15.4,0.51,55.8,0.0,63.75
스페인,그라나다,2014-10-01,24.92,11.66,0.89,61.03,0.0,61.15
스페인,그라나다,2014-11-01,16.07,7.33,3.07,77.1,0.0,55.7
스페인,그라나다,2014-12-01,12.07,1.32,0.47,76.61,0.0,51.69
스페인,그라나다,2015-01-01,11.98,0.56,1.68,71.94,0.15,51.24
스페인,그라나다,2015-02-01,10.43,1.43,1.52,76.64,0.14,50.98
스페인,그라나다,2015-03-01,17.49,4.73,1.26,67.06,0.0,55.26
스페인,그라나다,2015-04-01,21.63,8.53,1.29,63.97,0.0,58.52
스페인,그라나다,2015-05-01,27.49,12.96,0.08,50.55,0.0,62.69
스페인,그라나다,2015-06-01,29.36,15.15,0.59,50.23,0.0,64.37
스페인,그라나다,2015-07-01,36.07,21.76,0.2,32.74,0.0,69.75
스페인,그라나다,2015-08-01,33.0,19.43,0.45,47.39,0.0,67.59
스페인,그라나다,2015-09-01,26.39,14.43,0.82,56.47,0.0,62.88
스페인,그라나다,2015-10-01,21.63,11.45,1.12,69.84,0.0,59.72
스페인,그라나다,2015-11-01,18.17,5.66,1.24,68.33,0.0,55.92
스페인,그라나다,2015-12-01,17.36,4.56,0.04,67.84,0.0,55.18
스페인,그라나다,2016-01-01,13.62,4.32,1.23,81.45,0.01,53.5
스페인,그라나다,2016-02-01,12.71,3.28,3.16,78.24,0.21,52.58
스페인,그라나다,2016-03-01,14.63,2.8,0.62,67.58,0.03,53.32
스페인,그라나다,2016-04-01,18.03,7.34,2.19,67.5,0.0,56.54
스페인,그라나다,2016-05-01,22.05,10.17,1.36,61.77,0.0,59.38
스페인,그라나다,2016-06-01,30.5,16.13,0.16,42.3,0.0,65.2
스페인,그라나다,2016-07-01,34.91,20.26,0.15,43.0,0.0,68.66
스페인,그라나다,2016-08-01,34.06,19.84,0.21,44.29,0.0,68.15
스페인,그라나다,2016-09-01,30.24,16.48,0.21,45.67,0.0,65.24
스페인,그라나다,2016-10-01,24.32,12.21,1.62,61.81,0.0,61.16
스페인,그라나다,2016-11-01,15.15,5.84,3.9,73.97,0.0,54.65
스페인,그라나다,2016-12-01,13.87,3.9,1.98,81.03,0.0,53.39
스페인,그라나다,2017-01-01,12.32,1.21,0.39,69.32,0.01,51.75
스페인,그라나다,2017-02-01,15.76,4.25,1.56,71.07,0.0,54.34
스페인,그라나다,2017-03-01,18.67,4.82,1.73,63.32,0.05,55.77
스페인,그라나다,2017-04-01,23.44,8.97,0.94,51.63,0.0,59.45
스페인,그라나다,2017-05-01,27.78,12.93,0.45,45.87,0.0,62.82
스페인,그라나다,2017-06-01,33.94,18.55,0.37,35.63,0.0,67.6
스페인,그라나다,2017-07-01,36.3,20.01,0.18,29.68,0.0,69.13
스페인,그라나다,2017-08-01,35.37,20.47,0.29,36.65,0.0,68.95
스페인,그라나다,2017-09-01,30.5,15.91,0.02,41.63,0.0,65.1
스페인,그라나다,2017-10-01,26.7,13.14,0.77,51.19,0.0,62.48
스페인,그라나다,2017-11-01,19.24,6.95,1.25,53.1,0.0,56.89
스페인,그라나다,2017-12-01,11.9,2.48,1.66,69.16,0.0,52.0
스페인,그라나다,2018-01-01,13.57,2.5,1.65,71.58,0.05,52.7
스페인,그라나다,2018-02-01,13.1,1.65,1.29,67.46,0.08,52.18
스페인,그라나다,2018-03-01,13.96,4.91,8.06,73.35,0.03,53.56
스페인,그라나다,2018-04-01,19.27,7.25,2.18,67.5,0.0,57.02
스페인,그라나다,2018-05-01,21.86,9.81,1.29,65.0,0.0,59.15
스페인,그라나다,2018-06-01,29.96,15.14,0.11,47.47,0.0,64.57
스페인,그라나다,2018-07-01,34.77,17.65,0.0,34.39,0.0,67.53
스페인,그라나다,2018-08-01,34.9,19.56,0.05,37.94,0.0,68.36
스페인,그라나다,2018-09-01,29.05,16.3,0.77,59.77,0.0,64.73
스페인,그라나다,2018-10-01,22.05,10.35,3.27,66.0,0.0,59.48
스페인,그라나다,2018-11-01,15.55,6.53,3.49,73.3,0.0,55.13
스페인,그라나다,2018-12-01,15.92,4.99,0.25,66.23,0.0,54.76
스페인,그라나다,2019-01-01,12.18,2.25,0.98,65.13,0.0,52.07
스페인,그라나다,2019-02-01,16.02,3.24,0.65,62.36,0.0,54.07
스페인,그라나다,2019-03-01,19.7,5.43,0.49,54.55,0.0,56.47
스페인,그라나다,2019-04-01,18.72,6.73,2.85,65.23,0.0,56.56
스페인,그라나다,2019-05-01,28.07,12.61,0.05,43.81,0.0,62.78
스페인,그라나다,2019-06-01,31.83,15.21,0.06,39.27,0.0,65.36
스페인,그라나다,2019-07-01,35.4,19.46,0.0,37.58,0.0,68.52
스페인,그라나다,2019-08-01,35.16,19.58,0.16,39.68,0.0,68.49
스페인,그라나다,2019-09-01,29.04,16.11,0.56,52.93,0.0,64.63
스페인,그라나다,2019-10-01,25.69,12.28,0.65,49.35,0.0,61.71
스페인,그라나다,2019-11-01,14.88,6.27,3.33,75.17,0.0,54.74
스페인,그라나다,2019-12-01,15.28,5.83,2.26,71.06,0.0,54.76
스페인,그라나다,2020-01-01,13.06,3.28,1.21,70.97,0.01,52.85
스페인,그라나다,2020-02-01,19.53,6.42,0.08,61.55,0.0,56.81
스페인,그라나다,2020-03-01,18.65,6.57,2.01,63.1,0.0,56.48
스페인,그라나다,2020-04-01,18.78,8.17,3.43,72.0,0.0,57.19
스페인,그라나다,2020-05-01,27.33,12.56,1.09,52.0,0.0,62.52
스페인,그라나다,2020-06-01,30.76,15.92,0.26,40.0,0.0,65.23
스페인,그라나다,2020-07-01,36.85,21.1,0.04,32.55,0.0,69.78
스페인,그라나다,2020-08-01,36.01,19.92,0.0,32.1,0.0,68.95
스페인,그라나다,2020-09-01,29.48,15.81,0.56,47.27,0.0,64.69
스페인,그라나다,2020-10-01,23.52,9.85,0.98,51.45,0.0,59.83
스페인,그라나다,2020-11-01,19.8,8.5,1.77,67.5,0.0,57.76
스페인,그라나다,2020-12-01,12.98,4.35,2.04,77.06,0.0,53.2
스페인,그라나다,2021-01-01,12.36,3.07,2.4,71.74,0.03,52.4
스페인,그라나다,2021-02-01,17.11,5.31,1.66,68.96,0.0,55.33
스페인,그라나다,2021-03-01,18.7,5.43,0.45,57.16,0.0,56.06
스페인,그라나다,2021-04-01,20.55,8.96,2.12,61.93,0.0,58.26
스페인,그라나다,2021-05-01,26.36,11.54,1.97,52.13,0.0,61.74
스페인,그라나다,2021-06-01,30.81,15.48,0.62,43.43,0.0,65.1
스페인,그라나다,2021-07-01,36.97,19.66,0.0,31.35,0.0,69.24
스페인,그라나다,2021-08-01,35.97,20.22,0.03,36.03,0.0,69.06
스페인,그라나다,2021-09-01,30.12,16.22,0.51,49.13,0.0,65.11
스페인,그라나다,2021-10-01,25.51,11.78,0.36,53.55,0.0,61.42
스페인,그라나다,2021-11-01,15.49,4.33,0.92,67.27,0.0,54.29
스페인,그라나다,2021-12-01,15.89,4.63,2.11,71.0,0.0,54.52
스페인,그라나다,2022-01-01,14.45,2.27,0.29,63.45,0.0,53.06
스페인,그라나다,2022-02-01,19.33,4.77,0.31,54.46,0.0,56.05
스페인,그라나다,2022-03-01,16.36,5.37,4.23,71.87,0.01,54.96
스페인,그라나다,2022-04-01,19.47,6.56,2.98,65.67,0.01,56.8
스페인,그라나다,2022-05-01,29.02,12.9,0.93,42.74,0.0,63.34
스페인,그라나다,2022-06-01,33.97,17.19,0.19,33.03,0.0,67.04
스페인,그라나다,2022-07-01,37.57,21.02,0.01,29.9,0.0,70.03
스페인,그라나다,2022-08-01,36.2,20.12,0.04,32.55,0.0,69.12
스페인,그라나다,2022-09-01,30.71,16.56,0.84,44.8,0.0,65.52
스페인,그라나다,2022-10-01,28.61,14.44,0.13,41.48,0.0,63.74
스페인,그라나다,2022-11-01,20.35,8.61,0.78,60.17,0.0,58.03
스페인,그라나다,2022-12-01,16.51,6.75,3.38,70.0,0.0,55.63
스페인,그라나다,2023-01-01,12.87,2.45,0.73,72.29,0.0,52.46
스페인,그라나다,2023-02-01,15.62,2.39,0.36,59.21,0.01,53.58
스페인,그라나다,2023-03-01,21.92,7.08,0.78,48.39,0.0,58.05
스페인,그라나다,2023-04-01,27.24,10.64,0.02,34.57,0.0,61.64
스페인,그라나다,2023-05-01,25.16,12.03,1.79,50.1,0.0,61.44
스페인,그라나다,2023-06-01,30.52,16.19,2.24,52.67,0.0,65.42
스페인,그라나다,2023-07-01,37.93,21.67,0.02,29.1,0.0,70.44
스페인,그라나다,2023-08-01,37.57,21.56,0.01,27.06,0.0,70.25
스페인,그라나다,2023-09-01,29.21,15.91,0.45,56.77,0.0,64.61
스페인,그라나다,2023-10-01,25.89,13.05,1.68,55.58,0.0,62.16
스페인,그라나다,2023-11-01,19.2,7.77,0.67,64.93,0.0,57.22
스페인,그라나다,2023-12-01,14.25,4.02,1.35,67.61,0.0,53.63
스페인,그라나다,2024-01-01,16.32,4.93,1.59,68.0,0.0,54.85
스페인,그라나다,2024-02-01,16.57,5.89,2.8,69.17,0.02,55.31
스페인,그라나다,2024-03-01,18.47,6.76,6.11,66.39,0.0,56.42
스페인,그라나다,2024-04-01,22.65,8.51,0.96,57.93,0.0,58.93
스페인,그라나다,2024-05-01,26.42,11.85,0.54,46.39,0.0,61.83
스페인,그라나다,2024-06-01,31.31,16.18,0.21,43.57,0.0,65.55
스페인,그라나다,2024-07-01,37.55,20.93,0.03,31.9,0.0,69.99
스페인,그라나다,2024-08-01,36.79,21.56,0.14,37.23,0.0,69.95
스페인,그라나다,2024-09-01,28.9,15.87,0.9,54.63,0.0,64.51
스페인,그라나다,2024-10-01,23.39,12.24,2.67,67.61,0.0,60.82
스페인,그라나다,2024-11-01,20.28,8.24,1.55,70.2,0.0,57.85
스페인,그라나다,2024-12-01,15.37,2.89,0.38,65.32,0.0,53.68
스페인,그라나다,2025-01-01,14.58,2.88,1.99,66.06,0.0,53.26
스페인,그라나다,2025-02-01,16.43,3.54,0.82,68.39,0.0,54.35
스페인,그라나다,2025-03-01,15.69,5.7,5.25,72.39,0.02,54.78
스페인,그라나다,2025-04-01,21.5,8.54,2.71,64.43,0.03,58.49
스페인,그라나다,2025-05-01,26.55,11.47,1.16,49.68,0.0,61.75
스페인,그라나다,2025-06-01,35.75,19.15,0.22,32.67,0.0,68.56
미국,뉴욕,2014-01-01,1.12,-8.21,2.1,67.19,0.63,43.06
미국,뉴욕,2014-02-01,1.61,-8.35,4.58,74.39,2.28,42.77
미국,뉴욕,2014-03-01,5.61,-3.45,2.46,61.35,0.18,46.85
미국,뉴욕,2014-04-01,14.76,4.72,2.72,67.87,0.06,54.07
미국,뉴욕,2014-05-01,20.28,11.65,3.33,73.42,0.0,59.29
미국,뉴욕,2014-06-01,25.21,16.78,2.35,72.33,0.0,63.46
미국,뉴욕,2014-07-01,28.05,19.64,2.77,69.23,0.0,65.88
미국,뉴욕,2014-08-01,26.75,17.91,1.09,67.61,0.0,64.47
미국,뉴욕,2014-09-01,24.88,15.92,1.0,69.57,0.0,62.88
미국,뉴욕,2014-10-01,18.16,11.25,3.48,72.77,0.0,58.22
미국,뉴욕,2014-11-01,9.42,2.42,3.14,67.03,0.24,50.83
미국,뉴욕,2014-12-01,7.06,0.68,3.74,76.55,0.07,49.05
미국,뉴욕,2015-01-01,1.53,-6.16,3.76,62.26,1.02,43.81
미국,뉴욕,2015-02-01,-2.55,-12.58,2.02,71.39,0.97,39.74
미국,뉴욕,2015-03-01,4.95,-3.67,3.39,69.0,0.94,46.36
미국,뉴욕,2015-04-01,14.81,5.39,2.04,66.73,0.02,54.4
미국,뉴욕,2015-05-01,23.43,13.36,0.84,66.13,0.0,61.24
미국,뉴욕,2015-06-01,24.97,17.01,6.86,76.7,0.0,63.76
미국,뉴욕,2015-07-01,28.35,19.87,2.19,70.65,0.0,66.04
미국,뉴욕,2015-08-01,28.9,19.68,1.37,63.9,0.0,66.11
미국,뉴욕,2015-09-01,26.05,17.51,3.08,71.9,0.0,64.17
미국,뉴욕,2015-10-01,17.38,8.91,2.12,69.35,0.0,56.92
미국,뉴욕,2015-11-01,14.06,6.69,1.22,72.5,0.0,54.66
미국,뉴욕,2015-12-01,12.0,5.67,3.36,81.13,0.0,53.27
미국,뉴욕,2016-01-01,3.22,-3.89,2.82,64.68,1.07,45.62
미국,뉴욕,2016-02-01,5.54,-2.83,3.34,68.14,0.54,46.97
미국,뉴욕,2016-03-01,12.28,3.17,0.99,65.42,0.19,52.49
미국,뉴욕,2016-04-01,15.4,5.33,2.19,64.73,0.03,54.61
미국,뉴욕,2016-05-01,19.64,11.1,2.85,72.03,0.0,58.78
미국,뉴욕,2016-06-01,26.53,17.07,1.92,65.1,0.0,64.1
미국,뉴욕,2016-07-01,29.95,20.91,3.9,69.0,0.0,67.33
미국,뉴욕,2016-08-01,29.18,21.37,1.98,72.58,0.0,66.99
미국,뉴욕,2016-09-01,25.8,17.63,1.93,70.6,0.0,64.03
미국,뉴욕,2016-10-01,18.15,10.56,2.56,75.48,0.0,57.93
미국,뉴욕,2016-11-01,12.91,4.65,2.01,69.63,0.02,53.3
미국,뉴욕,2016-12-01,6.55,-1.08,2.96,69.29,0.18,48.18
미국,뉴욕,2017-01-01,5.27,-1.22,3.13,72.16,0.23,47.56
미국,뉴욕,2017-02-01,7.95,-0.85,1.87,68.11,0.68,48.98
미국,뉴욕,2017-03-01,7.25,-1.08,3.28,61.84,1.2,48.44
미국,뉴욕,2017-04-01,16.84,7.9,3.58,72.27,0.0,56.25
미국,뉴욕,2017-05-01,18.91,11.44,4.25,72.45,0.0,58.63
미국,뉴욕,2017-06-01,25.31,16.72,3.17,71.83,0.0,63.53
미국,뉴욕,2017-07-01,27.74,19.94,5.95,76.0,0.0,66.17
미국,뉴욕,2017-08-01,26.29,18.74,3.96,76.1,0.0,64.86
미국,뉴욕,2017-09-01,24.82,16.78,1.85,74.6,0.0,63.27
미국,뉴욕,2017-10-01,20.69,13.12,3.9,75.23,0.0,60.09
미국,뉴욕,2017-11-01,11.26,3.88,1.3,70.17,0.0,52.35
미국,뉴욕,2017-12-01,4.63,-1.8,1.7,65.19,0.36,47.23
미국,뉴욕,2018-01-01,2.15,-5.71,2.58,66.29,0.6,44.44
미국,뉴욕,2018-02-01,8.04,0.03,6.27,74.18,0.37,48.93
미국,뉴욕,2018-03-01,7.16,-0.84,4.44,66.42,1.92,48.37
미국,뉴욕,2018-04-01,13.47,3.65,3.94,65.7,0.32,53.01
미국,뉴욕,2018-05-01,22.71,13.15,3.39,75.23,0.0,60.95
미국,뉴욕,2018-06-01,24.81,16.6,3.05,75.3,0.0,63.26
미국,뉴욕,2018-07-01,28.28,20.28,5.2,76.29,0.0,66.48
미국,뉴욕,2018-08-01,28.37,21.32,5.13,80.35,0.0,66.96
미국,뉴욕,2018-09-01,24.22,18.34,9.33,84.73,0.0,64.18
미국,뉴욕,2018-10-01,17.49,10.62,3.7,75.81,0.0,57.68
미국,뉴욕,2018-11-01,9.79,3.19,5.75,71.73,0.41,51.11
미국,뉴욕,2018-12-01,6.78,0.04,4.39,74.39,0.09,48.59
미국,뉴욕,2019-01-01,4.81,-4.08,4.04,64.71,0.15,46.04
미국,뉴욕,2019-02-01,5.45,-2.94,3.17,63.96,0.4,46.91
미국,뉴욕,2019-03-01,7.6,-0.85,3.5,63.74,0.9,48.65
미국,뉴욕,2019-04-01,16.15,7.23,4.1,70.33,0.0,55.66
미국,뉴욕,2019-05-01,20.55,11.83,4.96,76.84,0.0,59.5
미국,뉴욕,2019-06-01,25.24,16.93,4.61,73.93,0.0,63.69
미국,뉴욕,2019-07-01,29.84,21.46,3.82,74.61,0.0,67.5
미국,뉴욕,2019-08-01,27.35,19.74,3.7,76.97,0.0,65.71
미국,뉴욕,2019-09-01,25.16,16.31,1.1,73.73,0.0,63.17
미국,뉴욕,2019-10-01,18.8,11.48,4.26,75.16,0.0,58.6
미국,뉴욕,2019-11-01,9.54,1.9,2.26,68.47,0.02,50.74
미국,뉴욕,2019-12-01,5.89,-0.83,5.31,74.94,0.61,47.73
미국,뉴욕,2020-01-01,6.95,-0.9,1.75,69.1,0.21,48.55
미국,뉴욕,2020-02-01,7.4,-0.29,3.09,70.62,0.04,48.85
미국,뉴욕,2020-03-01,11.81,2.79,3.57,67.45,0.06,51.97
미국,뉴욕,2020-04-01,13.19,4.83,4.18,66.37,0.01,53.38
미국,뉴욕,2020-05-01,19.11,9.85,2.43,69.03,0.01,58.04
미국,뉴욕,2020-06-01,26.44,17.32,2.34,70.3,0.0,64.2
미국,뉴욕,2020-07-01,30.29,21.93,4.56,74.1,0.0,67.98
미국,뉴욕,2020-08-01,28.33,20.61,3.69,76.97,0.0,66.49
미국,뉴욕,2020-09-01,23.68,15.88,3.27,74.9,0.0,62.5
미국,뉴욕,2020-10-01,17.97,11.14,4.24,78.23,0.0,58.1
