여행나라,여행도시,날짜,최고_기온,최저_기온,강수량,습도,적설량,불쾌지수
브라질,상파울루,2024-01-01,27.68,18.77,6.28,80.55,0.0,65.66
브라질,상파울루,2024-02-01,27.8,18.68,7.28,83.55,0.0,65.77
브라질,상파울루,2024-03-01,27.39,18.79,3.76,85.03,0.0,65.33
브라질,상파울루,2024-04-01,26.85,16.87,1.83,80.93,0.0,64.14
브라질,상파울루,2024-05-01,26.35,16.11,1.24,70.97,0.0,63.58
브라질,상파울루,2024-06-01,24.89,12.88,0.21,69.37,0.0,61.61
브라질,상파울루,2024-07-01,22.62,11.77,1.35,79.74,0.0,60.27
브라질,상파울루,2024-08-01,24.45,11.16,1.79,70.0,0.0,60.79
브라질,상파울루,2024-09-01,29.39,15.48,0.51,66.1,0.0,64.51
브라질,상파울루,2024-10-01,26.7,16.34,3.09,80.35,0.0,63.95
브라질,상파울루,2024-11-01,26.86,17.81,6.74,76.87,0.0,64.93
브라질,상파울루,2024-12-01,27.58,19.29,7.61,78.65,0.0,65.97
브라질,상파울루,2025-01-01,28.32,19.55,9.36,76.81,0.0,66.58
브라질,상파울루,2025-02-01,30.3,20.84,5.52,72.21,0.0,67.63
브라질,상파울루,2025-03-01,29.11,19.35,3.25,76.39,0.0,66.25
브라질,상파울루,2025-04-01,25.14,17.43,4.54,81.9,0.0,63.85
브라질,상파울루,2025-05-01,24.44,15.22,0.81,72.61,0.0,62.4
브라질,상파울루,2025-06-01,21.97,13.8,2.05,75.03,0.0,60.86
뉴질랜드,오클랜드,2014-01-01,21.19,15.87,1.41,71.29,0.0,61.37
뉴질랜드,오클랜드,2014-02-01,22.3,17.43,0.85,73.46,0.0,62.44
뉴질랜드,오클랜드,2014-03-01,21.2,15.54,0.97,72.71,0.0,61.22
뉴질랜드,오클랜드,2014-04-01,20.02,15.22,3.52,81.0,0.0,60.69
뉴질랜드,오클랜드,2014-05-01,16.75,12.18,1.72,80.87,0.0,58.02
뉴질랜드,오클랜드,2014-06-01,15.54,12.23,6.16,83.73,0.0,57.52
뉴질랜드,오클랜드,2014-07-01,13.38,9.49,4.04,80.84,0.0,55.45
뉴질랜드,오클랜드,2014-08-01,13.73,9.45,3.35,78.68,0.0,55.6
뉴질랜드,오클랜드,2014-09-01,15.3,10.83,3.2,81.33,0.0,56.84
뉴질랜드,오클랜드,2014-10-01,16.36,11.64,2.62,76.42,0.0,57.63
뉴질랜드,오클랜드,2014-11-01,17.34,12.47,1.79,74.67,0.0,58.38
뉴질랜드,오클랜드,2014-12-01,19.74,15.55,4.35,78.9,0.0,60.74
뉴질랜드,오클랜드,2015-01-01,23.22,17.55,0.32,72.45,0.0,62.83
뉴질랜드,오클랜드,2015-02-01,22.3,17.3,1.58,73.64,0.0,62.42
뉴질랜드,오클랜드,2015-03-01,21.77,17.14,2.57,76.71,0.0,62.19
뉴질랜드,오클랜드,2015-04-01,19.34,14.68,2.94,78.23,0.0,60.16
뉴질랜드,오클랜드,2015-05-01,16.45,12.29,4.62,79.03,0.0,57.95
뉴질랜드,오클랜드,2015-06-01,14.49,10.92,1.32,77.07,0.0,56.57
뉴질랜드,오클랜드,2015-07-01,13.18,8.9,2.81,80.26,0.0,55.15
뉴질랜드,오클랜드,2015-08-01,13.72,9.16,3.38,81.58,0.0,55.47
뉴질랜드,오클랜드,2015-09-01,14.26,9.86,3.57,79.27,0.0,55.99
뉴질랜드,오클랜드,2015-10-01,16.04,11.86,1.75,76.87,0.0,57.59
뉴질랜드,오클랜드,2015-11-01,18.26,12.84,2.51,76.77,0.0,58.93
뉴질랜드,오클랜드,2015-12-01,19.86,15.27,0.73,72.84,0.0,60.55
뉴질랜드,오클랜드,2016-01-01,22.65,18.01,3.94,79.74,0.0,63.01
뉴질랜드,오클랜드,2016-02-01,23.53,19.24,3.64,78.9,0.0,63.88
뉴질랜드,오클랜드,2016-03-01,21.95,17.75,1.85,78.32,0.0,62.48
뉴질랜드,오클랜드,2016-04-01,19.68,15.33,1.42,76.87,0.0,60.52
뉴질랜드,오클랜드,2016-05-01,18.59,14.39,2.4,80.97,0.0,59.71
뉴질랜드,오클랜드,2016-06-01,15.63,11.91,2.95,81.2,0.0,57.44
뉴질랜드,오클랜드,2016-07-01,14.17,10.44,3.92,79.03,0.0,56.19
뉴질랜드,오클랜드,2016-08-01,13.88,9.42,3.27,80.58,0.0,55.65
뉴질랜드,오클랜드,2016-09-01,15.67,11.31,3.87,84.43,0.0,57.19
뉴질랜드,오클랜드,2016-10-01,16.62,12.38,2.58,78.94,0.0,58.05
뉴질랜드,오클랜드,2016-11-01,17.84,13.5,3.85,76.5,0.0,59.04
뉴질랜드,오클랜드,2016-12-01,20.1,14.74,0.69,73.55,0.0,60.43
뉴질랜드,오클랜드,2017-01-01,21.19,15.66,1.25,70.45,0.0,61.28
뉴질랜드,오클랜드,2017-02-01,22.56,17.1,3.89,78.25,0.0,62.58
뉴질랜드,오클랜드,2017-03-01,21.42,16.72,6.58,81.35,0.0,62.06
뉴질랜드,오클랜드,2017-04-01,19.6,15.44,5.86,82.9,0.0,60.68
뉴질랜드,오클랜드,2017-05-01,16.45,11.05,3.61,79.68,0.0,57.42
뉴질랜드,오클랜드,2017-06-01,14.73,10.03,2.34,82.0,0.0,56.29
뉴질랜드,오클랜드,2017-07-01,13.68,9.04,3.31,82.74,0.0,55.41
뉴질랜드,오클랜드,2017-08-01,14.83,10.19,4.01,83.29,0.0,56.36
뉴질랜드,오클랜드,2017-09-01,15.34,10.87,3.31,79.17,0.0,56.88
뉴질랜드,오클랜드,2017-10-01,16.57,12.57,2.98,79.9,0.0,58.11
뉴질랜드,오클랜드,2017-11-01,18.68,13.92,2.24,76.0,0.0,59.55
뉴질랜드,오클랜드,2017-12-01,22.13,16.88,0.7,71.84,0.0,62.13
뉴질랜드,오클랜드,2018-01-01,23.52,19.53,4.17,80.97,0.0,64.03
뉴질랜드,오클랜드,2018-02-01,22.52,18.55,8.19,81.5,0.0,63.44
뉴질랜드,오클랜드,2018-03-01,21.73,17.11,3.63,79.13,0.0,62.21
뉴질랜드,오클랜드,2018-04-01,19.2,14.62,3.96,77.47,0.0,60.1
뉴질랜드,오클랜드,2018-05-01,16.83,12.12,2.17,79.84,0.0,58.03
뉴질랜드,오클랜드,2018-06-01,14.33,9.74,4.85,82.7,0.0,55.94
뉴질랜드,오클랜드,2018-07-01,14.11,9.02,3.78,82.03,0.0,55.56
뉴질랜드,오클랜드,2018-08-01,14.32,9.38,2.56,82.87,0.0,55.84
뉴질랜드,오클랜드,2018-09-01,14.98,10.14,2.09,79.0,0.0,56.43
뉴질랜드,오클랜드,2018-10-01,16.77,10.34,1.93,79.35,0.0,57.27
뉴질랜드,오클랜드,2018-11-01,18.3,13.18,3.44,78.23,0.0,59.1
뉴질랜드,오클랜드,2018-12-01,20.51,16.06,4.76,80.48,0.0,61.3
뉴질랜드,오클랜드,2019-01-01,22.93,17.81,1.17,77.26,0.0,62.87
뉴질랜드,오클랜드,2019-02-01,23.36,17.61,1.19,71.93,0.0,62.97
뉴질랜드,오클랜드,2019-03-01,22.34,17.15,1.52,77.74,0.0,62.37
뉴질랜드,오클랜드,2019-04-01,18.72,12.92,2.07,78.3,0.0,59.15
뉴질랜드,오클랜드,2019-05-01,17.61,12.79,1.5,80.68,0.0,58.63
뉴질랜드,오클랜드,2019-06-01,14.69,9.93,1.86,80.53,0.0,56.23
뉴질랜드,오클랜드,2019-07-01,14.64,9.97,3.41,84.19,0.0,56.2
뉴질랜드,오클랜드,2019-08-01,14.08,10.12,4.23,77.68,0.0,56.01
뉴질랜드,오클랜드,2019-09-01,15.16,10.46,5.02,80.47,0.0,56.6
뉴질랜드,오클랜드,2019-10-01,16.17,11.91,3.11,78.74,0.0,57.66
뉴질랜드,오클랜드,2019-11-01,18.8,13.78,1.81,79.67,0.0,59.53
뉴질랜드,오클랜드,2019-12-01,20.85,15.5,2.74,76.16,0.0,61.13
뉴질랜드,오클랜드,2020-01-01,22.17,16.31,0.43,71.87,0.0,61.9
뉴질랜드,오클랜드,2020-02-01,23.78,17.48,0.74,72.38,0.0,63.06
뉴질랜드,오클랜드,2020-03-01,21.31,15.74,1.08,72.97,0.0,61.35
뉴질랜드,오클랜드,2020-04-01,19.38,13.97,1.51,77.37,0.0,59.84
뉴질랜드,오클랜드,2020-05-01,16.99,12.15,3.44,80.35,0.0,58.11
뉴질랜드,오클랜드,2020-06-01,15.43,11.6,4.0,82.5,0.0,57.22
뉴질랜드,오클랜드,2020-07-01,14.19,9.87,2.49,81.13,0.0,55.99
뉴질랜드,오클랜드,2020-08-01,14.79,10.09,4.55,82.23,0.0,56.29
뉴질랜드,오클랜드,2020-09-01,15.13,9.88,1.49,76.77,0.0,56.41
뉴질랜드,오클랜드,2020-10-01,17.35,12.53,2.26,81.48,0.0,58.42
뉴질랜드,오클랜드,2020-11-01,19.24,14.29,4.86,78.8,0.0,60.0
뉴질랜드,오클랜드,2020-12-01,20.47,15.14,1.08,72.68,0.0,60.76
뉴질랜드,오클랜드,2021-01-01,22.31,16.67,2.71,73.61,0.0,62.23
뉴질랜드,오클랜드,2021-02-01,22.45,17.26,3.75,72.93,0.0,62.59
뉴질랜드,오클랜드,2021-03-01,21.24,16.1,4.3,76.0,0.0,61.61
뉴질랜드,오클랜드,2021-04-01,19.27,14.54,3.51,79.67,0.0,60.08
뉴질랜드,오클랜드,2021-05-01,17.04,11.81,1.83,80.65,0.0,57.99
뉴질랜드,오클랜드,2021-06-01,15.69,11.58,3.47,84.17,0.0,57.32
뉴질랜드,오클랜드,2021-07-01,14.27,9.69,2.92,81.32,0.0,55.94
뉴질랜드,오클랜드,2021-08-01,14.29,9.96,4.7,79.71,0.0,56.02
뉴질랜드,오클랜드,2021-09-01,15.18,10.28,5.16,79.13,0.0,56.53
뉴질랜드,오클랜드,2021-10-01,16.74,12.5,6.2,82.16,0.0,58.16
뉴질랜드,오클랜드,2021-11-01,19.98,14.58,3.38,81.7,0.0,60.4
뉴질랜드,오클랜드,2021-12-01,21.74,17.83,4.73,80.1,0.0,62.58
뉴질랜드,오클랜드,2022-01-01,23.51,17.73,1.55,72.74,0.0,63.1
뉴질랜드,오클랜드,2022-02-01,23.57,19.0,3.3,78.39,0.0,63.77
뉴질랜드,오클랜드,2022-03-01,22.46,17.14,2.36,72.94,0.0,62.47
뉴질랜드,오클랜드,2022-04-01,20.1,15.1,2.63,77.97,0.0,60.64
뉴질랜드,오클랜드,2022-05-01,17.81,13.02,3.31,80.16,0.0,58.82
뉴질랜드,오클랜드,2022-06-01,15.42,11.37,3.86,81.43,0.0,57.12
뉴질랜드,오클랜드,2022-07-01,15.11,11.1,8.19,81.81,0.0,56.82
뉴질랜드,오클랜드,2022-08-01,15.02,10.07,5.88,84.19,0.0,56.36
뉴질랜드,오클랜드,2022-09-01,15.63,10.36,5.01,80.23,0.0,56.76
뉴질랜드,오클랜드,2022-10-01,16.66,11.93,4.5,78.32,0.0,57.88
뉴질랜드,오클랜드,2022-11-01,19.25,14.21,6.55,80.83,0.0,60.01
뉴질랜드,오클랜드,2022-12-01,20.9,16.2,4.75,82.29,0.0,61.52
뉴질랜드,오클랜드,2023-01-01,21.58,17.98,10.07,80.16,0.0,62.87
뉴질랜드,오클랜드,2023-02-01,21.6,17.35,9.87,81.18,0.0,62.58
뉴질랜드,오클랜드,2023-03-01,20.75,14.78,3.15,78.13,0.0,60.8
뉴질랜드,오클랜드,2023-04-01,19.59,15.19,4.43,80.73,0.0,60.52
뉴질랜드,오클랜드,2023-05-01,17.48,13.75,6.0,84.1,0.0,59.03
뉴질랜드,오클랜드,2023-06-01,15.06,10.44,3.95,81.97,0.0,56.57
뉴질랜드,오클랜드,2023-07-01,14.34,9.59,2.55,79.87,0.0,55.93
뉴질랜드,오클랜드,2023-08-01,13.63,6.81,1.98,80.94,0.0,54.49
뉴질랜드,오클랜드,2023-09-01,15.78,11.19,3.89,83.03,0.0,57.19
뉴질랜드,오클랜드,2023-10-01,17.17,11.82,3.4,79.74,0.0,58.05
뉴질랜드,오클랜드,2023-11-01,18.71,12.27,4.14,79.37,0.0,58.9
뉴질랜드,오클랜드,2023-12-01,21.25,15.79,4.46,80.81,0.0,61.49
뉴질랜드,오클랜드,2024-01-01,23.39,17.07,2.81,77.13,0.0,62.85
뉴질랜드,오클랜드,2024-02-01,23.21,15.75,2.09,72.66,0.0,62.18
뉴질랜드,오클랜드,2024-03-01,20.35,13.81,2.41,75.19,0.0,60.2
뉴질랜드,오클랜드,2024-04-01,19.27,13.51,2.96,79.53,0.0,59.64
뉴질랜드,오클랜드,2024-05-01,16.05,9.94,2.08,79.65,0.0,56.8
뉴질랜드,오클랜드,2024-06-01,15.73,10.76,2.98,84.43,0.0,57.0
뉴질랜드,오클랜드,2024-07-01,14.21,8.39,4.48,85.94,0.0,55.32
뉴질랜드,오클랜드,2024-08-01,14.93,8.95,2.84,83.19,0.0,55.9
뉴질랜드,오클랜드,2024-09-01,15.96,10.18,2.06,77.9,0.0,56.86
뉴질랜드,오클랜드,2024-10-01,16.96,11.41,3.62,78.42,0.0,57.79
뉴질랜드,오클랜드,2024-11-01,19.42,13.45,3.04,74.7,0.0,59.68
뉴질랜드,오클랜드,2024-12-01,22.39,15.78,2.98,73.45,0.0,61.9
뉴질랜드,오클랜드,2025-01-01,22.4,16.23,2.72,68.39,0.0,62.08
뉴질랜드,오클랜드,2025-02-01,23.82,17.49,1.57,71.64,0.0,63.13
뉴질랜드,오클랜드,2025-03-01,22.85,15.33,1.3,69.13,0.0,61.83
뉴질랜드,오클랜드,2025-04-01,20.44,16.07,8.56,80.83,0.0,61.42
뉴질랜드,오클랜드,2025-05-01,17.57,12.05,3.75,80.77,0.0,58.32
뉴질랜드,오클랜드,2025-06-01,15.81,10.84,5.27,81.8,0.0,57.04
뉴질랜드,퀸스타운,2014-01-01,16.26,7.78,6.42,76.06,0.03,55.89
뉴질랜드,퀸스타운,2014-02-01,19.06,11.0,1.53,75.68,0.0,58.48
뉴질랜드,퀸스타운,2014-03-01,16.98,8.45,1.97,78.52,0.0,56.57
뉴질랜드,퀸스타운,2014-04-01,13.37,7.2,4.07,84.1,0.17,54.47
뉴질랜드,퀸스타운,2014-05-01,9.23,3.02,7.16,88.9,0.63,50.68
뉴질랜드,퀸스타운,2014-06-01,6.26,2.29,4.19,95.3,0.27,49.35
뉴질랜드,퀸스타운,2014-07-01,3.89,-0.34,3.04,94.68,0.56,47.36
뉴질랜드,퀸스타운,2014-08-01,4.25,-1.45,3.84,91.9,0.81,46.95
뉴질랜드,퀸스타운,2014-09-01,9.51,1.6,1.83,83.4,0.21,50.64
뉴질랜드,퀸스타운,2014-10-01,11.29,3.47,4.27,80.9,0.46,51.98
뉴질랜드,퀸스타운,2014-11-01,11.79,3.86,5.76,81.2,0.71,52.27
뉴질랜드,퀸스타운,2014-12-01,18.82,10.17,2.42,72.58,0.0,58.05
뉴질랜드,퀸스타운,2015-01-01,20.36,11.48,2.78,69.97,0.0,59.24
뉴질랜드,퀸스타운,2015-02-01,17.95,9.86,2.26,75.64,0.04,57.55
뉴질랜드,퀸스타운,2015-03-01,16.65,9.73,2.99,77.55,0.03,56.95
뉴질랜드,퀸스타운,2015-04-01,12.83,6.26,4.83,85.83,0.23,53.8
뉴질랜드,퀸스타운,2015-05-01,7.38,2.55,4.65,90.97,0.66,49.89
뉴질랜드,퀸스타운,2015-06-01,3.84,-0.28,5.82,92.63,1.92,47.02
뉴질랜드,퀸스타운,2015-07-01,3.51,-0.67,2.49,92.06,0.59,47.13
뉴질랜드,퀸스타운,2015-08-01,4.44,0.78,5.27,91.23,1.66,47.81
뉴질랜드,퀸스타운,2015-09-01,5.72,0.76,1.74,89.63,0.89,48.74
뉴질랜드,퀸스타운,2015-10-01,9.75,2.64,4.5,83.97,0.2,50.96
뉴질랜드,퀸스타운,2015-11-01,14.06,5.13,3.07,74.27,0.1,53.93
뉴질랜드,퀸스타운,2015-12-01,17.71,8.35,1.78,71.48,0.0,56.83
뉴질랜드,퀸스타운,2016-01-01,18.56,10.71,3.37,74.84,0.0,58.16
뉴질랜드,퀸스타운,2016-02-01,20.68,12.8,3.38,75.34,0.0,59.94
뉴질랜드,퀸스타운,2016-03-01,17.43,9.9,2.77,78.71,0.0,57.35
뉴질랜드,퀸스타운,2016-04-01,14.28,7.18,2.62,81.37,0.0,54.9
뉴질랜드,퀸스타운,2016-05-01,9.39,4.96,6.75,89.84,0.66,51.64
뉴질랜드,퀸스타운,2016-06-01,6.9,2.5,2.54,93.87,0.1,49.86
뉴질랜드,퀸스타운,2016-07-01,5.12,0.49,7.25,91.06,2.16,47.75
뉴질랜드,퀸스타운,2016-08-01,3.85,-0.53,1.46,92.26,0.64,47.46
뉴질랜드,퀸스타운,2016-09-01,9.25,2.94,2.12,86.9,0.34,51.06
뉴질랜드,퀸스타운,2016-10-01,11.76,5.06,7.13,78.97,1.29,52.7
뉴질랜드,퀸스타운,2016-11-01,13.56,6.2,4.48,79.43,0.12,54.11
뉴질랜드,퀸스타운,2016-12-01,16.47,8.07,4.05,74.32,0.0,56.16
뉴질랜드,퀸스타운,2017-01-01,16.76,9.11,7.56,69.19,0.0,56.67
뉴질랜드,퀸스타운,2017-02-01,19.33,11.56,2.32,68.21,0.0,58.84
뉴질랜드,퀸스타운,2017-03-01,18.67,10.49,1.5,73.58,0.0,58.12
뉴질랜드,퀸스타운,2017-04-01,15.02,9.04,1.84,76.33,0.0,56.01
뉴질랜드,퀸스타운,2017-05-01,10.8,5.08,3.04,82.06,0.04,52.54
뉴질랜드,퀸스타운,2017-06-01,8.29,3.42,2.43,82.47,0.13,50.84
뉴질랜드,퀸스타운,2017-07-01,5.46,1.41,2.65,85.65,0.49,48.8
뉴질랜드,퀸스타운,2017-08-01,9.23,3.51,2.53,82.0,0.06,51.26
뉴질랜드,퀸스타운,2017-09-01,10.79,4.08,3.6,78.0,0.6,52.08
뉴질랜드,퀸스타운,2017-10-01,15.53,6.71,1.15,68.74,0.0,55.27
뉴질랜드,퀸스타운,2017-11-01,18.35,9.39,2.65,71.77,0.53,57.52
뉴질랜드,퀸스타운,2017-12-01,21.25,12.39,2.36,65.35,0.0,59.98
뉴질랜드,퀸스타운,2018-01-01,24.79,15.99,1.33,64.19,0.0,62.9
뉴질랜드,퀸스타운,2018-02-01,18.43,11.08,8.19,71.36,0.0,58.29
뉴질랜드,퀸스타운,2018-03-01,17.89,11.5,4.57,73.0,0.02,58.22
뉴질랜드,퀸스타운,2018-04-01,12.18,6.22,4.95,76.73,0.35,53.5
뉴질랜드,퀸스타운,2018-05-01,9.56,4.35,6.06,80.48,0.81,51.49
뉴질랜드,퀸스타운,2018-06-01,5.95,2.47,2.22,86.07,0.48,49.49
뉴질랜드,퀸스타운,2018-07-01,6.93,2.51,6.57,86.87,0.45,49.5
뉴질랜드,퀸스타운,2018-08-01,8.18,3.05,1.4,85.97,0.09,50.73
뉴질랜드,퀸스타운,2018-09-01,10.46,3.72,6.27,80.77,0.96,51.6
뉴질랜드,퀸스타운,2018-10-01,12.91,5.54,3.2,76.29,0.53,53.61
뉴질랜드,퀸스타운,2018-11-01,15.38,7.25,5.22,73.07,0.51,55.31
뉴질랜드,퀸스타운,2018-12-01,20.49,11.66,3.49,69.65,0.0,59.38
뉴질랜드,퀸스타운,2019-01-01,21.09,12.59,4.26,67.48,0.0,60.05
뉴질랜드,퀸스타운,2019-02-01,19.45,11.29,4.2,65.04,0.0,58.8
뉴질랜드,퀸스타운,2019-03-01,20.65,13.08,5.36,72.71,0.0,60.09
뉴질랜드,퀸스타운,2019-04-01,14.46,7.93,5.46,75.0,0.0,55.2
뉴질랜드,퀸스타운,2019-05-01,13.04,7.39,5.9,79.48,0.0,54.34
뉴질랜드,퀸스타운,2019-06-01,8.06,3.89,1.31,80.67,0.3,51.03
뉴질랜드,퀸스타운,2019-07-01,8.96,4.3,2.94,84.16,0.18,51.45
뉴질랜드,퀸스타운,2019-08-01,7.4,2.67,3.3,80.06,0.65,50.08
뉴질랜드,퀸스타운,2019-09-01,11.18,4.27,2.61,73.83,0.17,52.39
뉴질랜드,퀸스타운,2019-10-01,12.59,5.85,5.05,72.06,0.11,53.51
뉴질랜드,퀸스타운,2019-11-01,17.16,8.7,7.23,69.57,0.06,56.67
뉴질랜드,퀸스타운,2019-12-01,16.66,8.76,10.39,69.94,0.0,56.43
뉴질랜드,퀸스타운,2020-01-01,21.25,12.46,2.26,65.84,0.0,60.01
뉴질랜드,퀸스타운,2020-02-01,21.17,12.57,7.22,69.9,0.0,60.15
뉴질랜드,퀸스타운,2020-03-01,17.43,9.45,3.38,71.23,0.0,57.15
뉴질랜드,퀸스타운,2020-04-01,14.25,8.04,3.34,71.7,0.05,55.22
뉴질랜드,퀸스타운,2020-05-01,11.96,7.2,2.57,79.9,0.0,53.94
뉴질랜드,퀸스타운,2020-06-01,8.37,3.92,2.55,83.0,0.14,51.07
뉴질랜드,퀸스타운,2020-07-01,7.21,2.6,5.03,82.42,0.19,49.8
뉴질랜드,퀸스타운,2020-08-01,10.64,4.37,3.21,78.87,0.16,52.17
뉴질랜드,퀸스타운,2020-09-01,10.56,3.77,8.78,76.03,0.66,51.48
뉴질랜드,퀸스타운,2020-10-01,14.61,6.65,5.57,72.55,0.02,54.71
뉴질랜드,퀸스타운,2020-11-01,17.77,8.82,1.95,66.7,0.0,57.05
뉴질랜드,퀸스타운,2020-12-01,18.15,10.11,4.18,67.58,0.05,57.74
뉴질랜드,퀸스타운,2021-01-01,18.7,10.98,6.7,69.55,0.02,58.36
뉴질랜드,퀸스타운,2021-02-01,21.41,12.8,2.31,68.04,0.0,60.22
뉴질랜드,퀸스타운,2021-03-01,18.29,11.23,2.97,71.65,0.0,58.27
뉴질랜드,퀸스타운,2021-04-01,14.84,8.61,2.8,73.33,0.08,55.73
뉴질랜드,퀸스타운,2021-05-01,11.55,5.85,4.12,78.9,0.14,53.12
뉴질랜드,퀸스타운,2021-06-01,9.48,5.45,5.7,84.33,0.1,51.96
뉴질랜드,퀸스타운,2021-07-01,8.4,3.63,4.67,82.65,0.0,50.79
뉴질랜드,퀸스타운,2021-08-01,9.05,3.9,4.02,81.16,0.39,51.23
뉴질랜드,퀸스타운,2021-09-01,10.71,4.12,8.97,73.77,0.09,51.7
뉴질랜드,퀸스타운,2021-10-01,14.78,6.69,3.36,73.94,0.23,54.88
뉴질랜드,퀸스타운,2021-11-01,17.65,8.74,4.41,71.63,0.04,56.94
뉴질랜드,퀸스타운,2021-12-01,18.86,10.76,5.39,70.77,0.0,58.32
뉴질랜드,퀸스타운,2022-01-01,22.33,12.33,1.06,67.16,0.0,60.37
뉴질랜드,퀸스타운,2022-02-01,20.7,12.37,4.49,70.11,0.0,59.79
뉴질랜드,퀸스타운,2022-03-01,21.1,12.85,0.77,69.97,0.0,60.07
뉴질랜드,퀸스타운,2022-04-01,16.49,8.76,4.08,73.93,0.0,56.46
뉴질랜드,퀸스타운,2022-05-01,12.78,7.08,3.62,81.26,0.13,54.19
뉴질랜드,퀸스타운,2022-06-01,7.29,3.28,4.85,84.0,1.6,50.15
뉴질랜드,퀸스타운,2022-07-01,5.85,2.02,4.27,86.1,0.53,49.05
뉴질랜드,퀸스타운,2022-08-01,8.82,3.13,6.78,85.0,0.39,50.58
뉴질랜드,퀸스타운,2022-09-01,11.82,4.31,1.33,75.07,0.14,52.75
뉴질랜드,퀸스타운,2022-10-01,13.8,5.03,2.96,72.29,0.22,53.79
뉴질랜드,퀸스타운,2022-11-01,17.21,8.92,4.05,72.3,0.01,56.83
뉴질랜드,퀸스타운,2022-12-01,19.94,11.65,2.38,69.48,0.0,59.13
뉴질랜드,퀸스타운,2023-01-01,23.53,13.97,1.61,64.45,0.0,61.56
뉴질랜드,퀸스타운,2023-02-01,21.0,13.1,4.43,68.64,0.0,60.23
뉴질랜드,퀸스타운,2023-03-01,17.26,9.81,4.27,71.1,0.03,57.23
뉴질랜드,퀸스타운,2023-04-01,15.74,8.66,2.78,75.03,0.0,56.12
뉴질랜드,퀸스타운,2023-05-01,12.85,7.12,5.77,82.19,0.11,54.14
뉴질랜드,퀸스타운,2023-06-01,6.69,3.26,2.51,88.7,0.21,50.1
뉴질랜드,퀸스타운,2023-07-01,7.69,2.61,4.31,82.32,1.05,50.08
뉴질랜드,퀸스타운,2023-08-01,7.76,2.25,3.09,81.9,0.96,50.07
뉴질랜드,퀸스타운,2023-09-01,12.33,4.78,8.79,75.73,0.3,52.73
뉴질랜드,퀸스타운,2023-10-01,13.45,4.67,6.46,74.16,0.74,53.31
뉴질랜드,퀸스타운,2023-11-01,16.93,7.54,2.47,71.23,0.0,56.16
뉴질랜드,퀸스타운,2023-12-01,20.44,11.14,4.0,67.1,0.0,59.15
뉴질랜드,퀸스타운,2024-01-01,20.37,12.22,5.04,67.39,0.0,59.6
뉴질랜드,퀸스타운,2024-02-01,19.12,10.76,3.51,70.38,0.03,58.42
뉴질랜드,퀸스타운,2024-03-01,15.97,8.6,5.05,71.42,0.07,56.15
뉴질랜드,퀸스타운,2024-04-01,15.2,8.63,6.05,76.83,0.09,55.81
뉴질랜드,퀸스타운,2024-05-01,10.27,4.78,1.24,78.52,0.17,52.31
뉴질랜드,퀸스타운,2024-06-01,8.58,3.5,3.73,86.57,0.14,50.88
뉴질랜드,퀸스타운,2024-07-01,7.33,2.43,2.6,85.19,0.42,50.01
뉴질랜드,퀸스타운,2024-08-01,9.16,3.15,4.48,81.71,0.31,50.93
뉴질랜드,퀸스타운,2024-09-01,9.61,2.8,14.22,80.83,1.67,50.18
뉴질랜드,퀸스타운,2024-10-01,13.36,5.57,8.28,77.39,0.81,53.57
뉴질랜드,퀸스타운,2024-11-01,17.16,6.72,4.25,71.4,0.15,55.87
뉴질랜드,퀸스타운,2024-12-01,20.57,10.76,4.55,72.0,0.08,59.05
뉴질랜드,퀸스타운,2025-01-01,22.64,11.25,2.74,65.35,0.0,60.09
뉴질랜드,퀸스타운,2025-02-01,23.2,12.4,2.08,68.14,0.0,60.79
뉴질랜드,퀸스타운,2025-03-01,19.68,10.59,2.91,74.0,0.0,58.58
뉴질랜드,퀸스타운,2025-04-01,16.51,8.43,3.42,79.4,0.0,56.34
뉴질랜드,퀸스타운,2025-05-01,13.07,6.1,4.71,79.45,0.0,53.84
뉴질랜드,퀸스타운,2025-06-01,8.24,3.08,5.36,83.67,0.2,50.43
호주,시드니,2014-01-01,25.16,18.88,0.87,70.39,0.0,64.2
호주,시드니,2014-02-01,24.09,19.1,3.53,74.5,0.0,64.04
호주,시드니,2014-03-01,23.75,18.45,3.29,78.58,0.0,63.61
호주,시드니,2014-04-01,21.43,16.07,2.17,74.37,0.0,61.58
호주,시드니,2014-05-01,19.99,12.81,0.57,70.52,0.0,59.6
호주,시드니,2014-06-01,17.01,11.1,1.39,70.4,0.0,57.68
호주,시드니,2014-07-01,16.57,8.81,0.57,65.74,0.0,56.57
호주,시드니,2014-08-01,15.7,9.67,4.33,74.16,0.0,56.51
호주,시드니,2014-09-01,18.74,11.5,1.41,68.4,0.0,58.56
호주,시드니,2014-10-01,21.87,13.61,2.82,69.61,0.0,60.77
호주,시드니,2014-11-01,23.5,16.29,0.92,70.47,0.0,62.46
호주,시드니,2014-12-01,24.01,18.41,3.78,74.68,0.0,63.74
호주,시드니,2015-01-01,24.99,19.77,4.25,76.55,0.0,64.77
호주,시드니,2015-02-01,24.6,19.45,1.77,76.71,0.0,64.27
호주,시드니,2015-03-01,24.08,17.85,2.44,72.19,0.0,63.44
호주,시드니,2015-04-01,20.28,14.89,13.01,77.93,0.0,60.97
호주,시드니,2015-05-01,18.13,12.44,1.96,72.26,0.0,58.7
